"sp","rho","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","vlag_1","vlag_2","vlag_3","vlag_4","vlag_5","vlag_6","vlag_7","vlag_8","vlag_9","vlag_10"
5,0.687412424115818,5,4,3,6,1,4,NA,NA,NA,NA,1,1,3,1,3,2,NA,NA,NA,NA
5,0.687412424115817,5,4,3,1,4,6,NA,NA,NA,NA,1,2,3,3,1,1,NA,NA,NA,NA
5,0.685997159856576,5,3,3,2,4,1,NA,NA,NA,NA,1,3,2,2,1,3,NA,NA,NA,NA
5,0.685997159856576,5,4,3,2,1,3,NA,NA,NA,NA,1,1,2,2,3,3,NA,NA,NA,NA
5,0.685997159856576,5,1,2,3,4,3,NA,NA,NA,NA,1,3,2,2,1,3,NA,NA,NA,NA
5,0.685146121452874,5,6,4,2,3,3,NA,NA,NA,NA,1,1,1,2,1,3,NA,NA,NA,NA
5,0.685146121452874,5,6,3,3,4,2,NA,NA,NA,NA,1,1,1,3,1,2,NA,NA,NA,NA
5,0.683437646583723,5,3,6,2,1,4,NA,NA,NA,NA,1,1,1,2,3,1,NA,NA,NA,NA
5,0.681058704757737,5,4,6,1,4,1,NA,NA,NA,NA,1,2,1,3,1,1,NA,NA,NA,NA
5,0.679550470918475,5,6,1,6,4,3,NA,NA,NA,NA,1,3,3,2,1,3,NA,NA,NA,NA
5,0.679550470918475,5,1,6,3,4,6,NA,NA,NA,NA,1,3,2,3,1,3,NA,NA,NA,NA
5,0.679550470918474,5,3,1,6,6,4,NA,NA,NA,NA,1,3,3,3,2,1,NA,NA,NA,NA
5,0.677400802249897,5,1,4,1,5,3,NA,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,NA
5,0.677400802249897,5,1,4,5,1,3,NA,NA,NA,NA,1,3,1,2,1,1,NA,NA,NA,NA
5,0.677400802249896,5,1,3,4,5,1,NA,NA,NA,NA,1,1,1,1,2,3,NA,NA,NA,NA
5,0.677400802249896,5,1,5,4,3,1,NA,NA,NA,NA,1,1,2,1,1,3,NA,NA,NA,NA
5,0.677400802249896,5,5,1,3,4,1,NA,NA,NA,NA,1,2,1,1,1,3,NA,NA,NA,NA
5,0.677225838405522,5,4,6,2,4,3,NA,NA,NA,NA,1,2,1,2,1,2,NA,NA,NA,NA
5,0.677225838405522,5,4,2,3,4,6,NA,NA,NA,NA,1,1,2,2,2,1,NA,NA,NA,NA
5,0.677225838405522,5,2,4,4,3,6,NA,NA,NA,NA,1,2,1,2,2,1,NA,NA,NA,NA
5,0.676625400853588,5,4,1,4,3,5,NA,NA,NA,NA,1,1,3,3,1,2,NA,NA,NA,NA
5,0.67584034213035,5,3,4,4,3,1,NA,NA,NA,NA,1,1,2,1,2,1,NA,NA,NA,NA
5,0.67584034213035,5,4,1,3,4,3,NA,NA,NA,NA,1,2,1,1,1,2,NA,NA,NA,NA
5,0.67584034213035,5,4,3,3,1,4,NA,NA,NA,NA,1,1,2,1,1,2,NA,NA,NA,NA
5,0.67584034213035,5,4,4,1,3,3,NA,NA,NA,NA,1,2,1,1,1,2,NA,NA,NA,NA
5,0.675785150299692,5,4,2,4,3,6,NA,NA,NA,NA,1,1,2,2,2,2,NA,NA,NA,NA
5,0.675413083084027,5,1,4,3,1,5,NA,NA,NA,NA,1,3,1,1,1,3,NA,NA,NA,NA
5,0.674108070580215,5,1,4,3,3,2,NA,NA,NA,NA,1,1,1,3,1,2,NA,NA,NA,NA
5,0.673754480419789,5,3,4,1,3,6,NA,NA,NA,NA,1,1,1,3,3,3,NA,NA,NA,NA
5,0.672502688667778,5,6,3,4,4,2,NA,NA,NA,NA,1,2,3,2,1,1,NA,NA,NA,NA
5,0.67122031887437,5,4,1,3,3,6,NA,NA,NA,NA,1,1,3,1,3,2,NA,NA,NA,NA
5,0.671220318874369,5,3,6,4,1,3,NA,NA,NA,NA,1,1,2,1,3,3,NA,NA,NA,NA
5,0.671152901312928,5,4,3,3,4,5,NA,NA,NA,NA,1,2,3,1,1,3,NA,NA,NA,NA
5,0.671152901312928,5,5,3,4,4,3,NA,NA,NA,NA,1,3,1,2,1,3,NA,NA,NA,NA
5,0.671031651755226,5,3,2,4,2,3,NA,NA,NA,NA,1,3,2,1,1,1,NA,NA,NA,NA
5,0.671031651755226,5,3,2,3,2,4,NA,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,NA
5,0.670389631642117,5,6,2,4,1,3,NA,NA,NA,NA,1,2,2,1,1,1,NA,NA,NA,NA
5,0.670389631642117,5,6,4,3,1,2,NA,NA,NA,NA,1,2,1,1,1,2,NA,NA,NA,NA
5,0.670307230228276,5,1,4,3,4,1,NA,NA,NA,NA,1,1,1,3,2,2,NA,NA,NA,NA
5,0.669723037791122,5,1,1,3,3,4,NA,NA,NA,NA,1,3,1,2,3,1,NA,NA,NA,NA
5,0.669620476931931,5,1,3,4,6,4,NA,NA,NA,NA,1,1,1,2,2,1,NA,NA,NA,NA
5,0.66958229844612,5,3,1,2,4,4,NA,NA,NA,NA,1,1,1,1,2,1,NA,NA,NA,NA
5,0.66953456073913,5,6,3,3,4,4,NA,NA,NA,NA,1,2,2,3,2,1,NA,NA,NA,NA
5,0.66953456073913,5,4,4,3,6,3,NA,NA,NA,NA,1,2,1,3,2,2,NA,NA,NA,NA
5,0.66953456073913,5,4,4,3,3,6,NA,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA
6,0.761521113928487,6,4,2,5,5,3,NA,NA,NA,NA,1,2,1,1,2,1,NA,NA,NA,NA
6,0.761521113928487,6,2,5,5,3,4,NA,NA,NA,NA,1,1,1,2,1,2,NA,NA,NA,NA
6,0.7541362302675,6,5,5,2,3,5,NA,NA,NA,NA,1,1,3,1,1,2,NA,NA,NA,NA
6,0.7541362302675,6,5,3,2,5,5,NA,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,NA
6,0.7541362302675,6,2,5,5,3,5,NA,NA,NA,NA,1,1,3,1,1,2,NA,NA,NA,NA
6,0.7541362302675,6,3,5,2,5,5,NA,NA,NA,NA,1,1,3,1,2,1,NA,NA,NA,NA
6,0.7541362302675,6,2,5,5,3,5,NA,NA,NA,NA,1,1,1,2,1,3,NA,NA,NA,NA
6,0.752172211009811,6,2,5,2,1,3,NA,NA,NA,NA,1,1,1,2,2,1,NA,NA,NA,NA
6,0.751755366896566,6,5,4,5,3,2,NA,NA,NA,NA,1,3,3,1,1,1,NA,NA,NA,NA
6,0.751755366896566,6,5,5,3,4,2,NA,NA,NA,NA,1,3,1,1,3,1,NA,NA,NA,NA
6,0.751755366896566,6,3,5,2,4,5,NA,NA,NA,NA,1,1,1,1,3,3,NA,NA,NA,NA
6,0.751755366896566,6,3,4,2,5,5,NA,NA,NA,NA,1,1,3,1,3,1,NA,NA,NA,NA
6,0.747664138426333,6,5,3,5,3,4,NA,NA,NA,NA,1,1,2,2,1,2,NA,NA,NA,NA
6,0.747664138426333,6,5,3,4,3,5,NA,NA,NA,NA,1,2,2,2,1,1,NA,NA,NA,NA
6,0.747664138426333,6,4,5,5,3,3,NA,NA,NA,NA,1,2,1,2,1,2,NA,NA,NA,NA
6,0.744051049900906,6,3,5,2,5,4,NA,NA,NA,NA,1,2,2,1,1,2,NA,NA,NA,NA
6,0.743971586898238,6,5,6,1,3,1,NA,NA,NA,NA,1,1,3,3,1,2,NA,NA,NA,NA
6,0.743971586898238,6,1,6,5,3,1,NA,NA,NA,NA,1,2,3,1,1,3,NA,NA,NA,NA
6,0.741637310066854,6,3,5,5,2,2,NA,NA,NA,NA,1,1,1,2,1,2,NA,NA,NA,NA
6,0.741637310066854,6,5,5,3,2,2,NA,NA,NA,NA,1,1,2,1,1,2,NA,NA,NA,NA
6,0.741511214517189,6,5,4,5,3,5,NA,NA,NA,NA,1,2,2,1,1,3,NA,NA,NA,NA
6,0.741511214517189,6,5,3,5,5,4,NA,NA,NA,NA,1,2,1,3,1,2,NA,NA,NA,NA
6,0.740968849671843,6,6,4,2,5,5,NA,NA,NA,NA,1,2,2,1,1,2,NA,NA,NA,NA
6,0.740968849671843,6,4,5,5,2,6,NA,NA,NA,NA,1,2,2,1,1,2,NA,NA,NA,NA
6,0.740968849671843,6,4,2,5,5,6,NA,NA,NA,NA,1,2,1,1,2,2,NA,NA,NA,NA
6,0.740968849671843,6,5,6,4,5,2,NA,NA,NA,NA,1,2,2,2,1,1,NA,NA,NA,NA
6,0.740604841733327,6,6,5,2,3,1,NA,NA,NA,NA,1,2,1,1,1,2,NA,NA,NA,NA
6,0.738786583530756,6,5,5,4,3,1,NA,NA,NA,NA,1,1,2,2,2,2,NA,NA,NA,NA
6,0.738786583530756,6,4,3,1,5,5,NA,NA,NA,NA,1,2,2,2,1,2,NA,NA,NA,NA
6,0.738786583530756,6,5,1,4,5,3,NA,NA,NA,NA,1,2,2,2,1,2,NA,NA,NA,NA
6,0.738786583530756,6,5,1,4,3,5,NA,NA,NA,NA,1,2,2,2,2,1,NA,NA,NA,NA
6,0.738786583530756,6,1,4,5,3,5,NA,NA,NA,NA,1,2,2,2,2,1,NA,NA,NA,NA
6,0.738786583530756,6,5,4,1,3,5,NA,NA,NA,NA,1,2,2,2,2,1,NA,NA,NA,NA
6,0.738395318616988,6,4,1,3,5,1,NA,NA,NA,NA,1,3,2,1,1,3,NA,NA,NA,NA
6,0.738395318616988,6,3,4,5,1,1,NA,NA,NA,NA,1,1,3,1,3,2,NA,NA,NA,NA
6,0.737043199986777,6,5,2,3,2,6,NA,NA,NA,NA,1,1,2,1,1,3,NA,NA,NA,NA
6,0.737043199986777,6,6,2,2,3,5,NA,NA,NA,NA,1,3,2,1,1,1,NA,NA,NA,NA
6,0.737043199986777,6,5,6,2,2,3,NA,NA,NA,NA,1,1,3,2,1,1,NA,NA,NA,NA
6,0.737043199986777,6,6,2,5,2,3,NA,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,NA
6,0.734497338295435,6,5,5,3,1,2,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA
6,0.734497338295435,6,3,2,1,5,5,NA,NA,NA,NA,1,1,2,2,1,2,NA,NA,NA,NA
6,0.734239249916416,6,5,3,2,5,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA
6,0.734239249916416,6,5,1,3,5,2,NA,NA,NA,NA,1,1,2,2,2,1,NA,NA,NA,NA
6,0.734091842810008,6,2,4,1,3,5,NA,NA,NA,NA,1,2,3,2,1,1,NA,NA,NA,NA
6,0.734091842810008,6,5,4,3,2,1,NA,NA,NA,NA,1,1,3,1,2,2,NA,NA,NA,NA
6,0.733298809609793,6,5,3,5,3,1,NA,NA,NA,NA,1,1,2,2,1,2,NA,NA,NA,NA
6,0.733298809609793,6,1,3,5,5,3,NA,NA,NA,NA,1,2,1,2,1,2,NA,NA,NA,NA
6,0.732660360078105,6,5,4,5,2,2,NA,NA,NA,NA,1,2,2,1,1,2,NA,NA,NA,NA
6,0.732496321897635,6,5,1,3,2,5,NA,NA,NA,NA,1,1,2,1,1,2,NA,NA,NA,NA
6,0.732205488250616,6,2,4,3,5,2,NA,NA,NA,NA,1,1,2,1,1,2,NA,NA,NA,NA
6,0.732097455525522,6,4,5,1,4,5,NA,NA,NA,NA,1,1,1,2,2,2,NA,NA,NA,NA
6,0.732097455525522,6,4,5,5,4,1,NA,NA,NA,NA,1,2,2,1,1,2,NA,NA,NA,NA
6,0.731970549098445,6,2,6,5,1,3,NA,NA,NA,NA,1,2,3,1,2,1,NA,NA,NA,NA
6,0.731094119913576,6,6,2,5,5,2,NA,NA,NA,NA,1,2,2,1,2,1,NA,NA,NA,NA
6,0.731094119913576,6,5,2,5,6,2,NA,NA,NA,NA,1,1,1,2,2,2,NA,NA,NA,NA
6,0.730069144777453,6,2,3,5,5,5,NA,NA,NA,NA,1,2,1,1,3,2,NA,NA,NA,NA
6,0.729957088069167,6,6,1,3,5,5,NA,NA,NA,NA,1,2,2,1,1,3,NA,NA,NA,NA
6,0.729957088069167,6,1,6,3,5,5,NA,NA,NA,NA,1,2,2,1,1,3,NA,NA,NA,NA
6,0.729957088069167,6,5,6,5,3,1,NA,NA,NA,NA,1,1,2,3,1,2,NA,NA,NA,NA
6,0.72972521028528,6,5,1,5,2,5,NA,NA,NA,NA,1,2,3,3,2,1,NA,NA,NA,NA
6,0.72908476166431,6,1,6,1,3,5,NA,NA,NA,NA,1,3,2,2,1,1,NA,NA,NA,NA
6,0.72908476166431,6,1,5,3,6,1,NA,NA,NA,NA,1,2,1,1,2,3,NA,NA,NA,NA
6,0.727520020971181,6,5,5,1,4,2,NA,NA,NA,NA,1,1,3,2,3,2,NA,NA,NA,NA
6,0.727520020971181,6,1,5,4,2,5,NA,NA,NA,NA,1,2,1,3,2,3,NA,NA,NA,NA
6,0.726513831295022,6,2,5,5,4,5,NA,NA,NA,NA,1,1,2,3,2,1,NA,NA,NA,NA
6,0.726496556198726,6,5,5,2,1,6,NA,NA,NA,NA,1,1,2,1,1,2,NA,NA,NA,NA
6,0.725894259475214,6,5,1,2,1,3,NA,NA,NA,NA,1,1,2,2,3,1,NA,NA,NA,NA
6,0.72458855155286,6,2,6,1,5,1,NA,NA,NA,NA,1,2,3,2,1,3,NA,NA,NA,NA
6,0.72458855155286,6,1,1,6,5,2,NA,NA,NA,NA,1,3,2,3,1,2,NA,NA,NA,NA
6,0.72458855155286,6,5,6,1,1,2,NA,NA,NA,NA,1,1,3,3,2,2,NA,NA,NA,NA
6,0.724587019293138,6,6,5,3,2,2,NA,NA,NA,NA,1,2,1,2,2,1,NA,NA,NA,NA
6,0.724587019293138,6,2,2,6,3,5,NA,NA,NA,NA,1,2,1,2,2,1,NA,NA,NA,NA
6,0.724587019293138,6,6,2,5,2,3,NA,NA,NA,NA,1,2,1,1,2,2,NA,NA,NA,NA
6,0.72441763196582,6,5,4,1,5,3,NA,NA,NA,NA,1,1,3,2,3,1,NA,NA,NA,NA
6,0.72441763196582,6,5,3,1,4,5,NA,NA,NA,NA,1,1,1,2,3,3,NA,NA,NA,NA
6,0.723741086765518,6,2,5,4,5,3,NA,NA,NA,NA,1,2,2,2,1,2,NA,NA,NA,NA
6,0.723741086765518,6,5,4,2,3,5,NA,NA,NA,NA,1,1,2,2,2,2,NA,NA,NA,NA
6,0.723741086765517,6,4,2,3,5,5,NA,NA,NA,NA,1,2,2,2,2,1,NA,NA,NA,NA
6,0.72354638401712,6,5,5,4,1,2,NA,NA,NA,NA,1,1,2,2,2,2,NA,NA,NA,NA
6,0.723068701972445,6,1,1,5,5,6,NA,NA,NA,NA,1,2,3,2,1,3,NA,NA,NA,NA
6,0.723068701972445,6,1,6,5,1,5,NA,NA,NA,NA,1,3,3,2,2,1,NA,NA,NA,NA
6,0.723068701972445,6,1,5,6,1,5,NA,NA,NA,NA,1,2,2,3,3,1,NA,NA,NA,NA
6,0.723068701972445,6,5,5,6,1,1,NA,NA,NA,NA,1,2,1,3,2,3,NA,NA,NA,NA
6,0.722349376031492,6,6,5,3,1,1,NA,NA,NA,NA,1,2,1,1,2,1,NA,NA,NA,NA
6,0.720055482666164,6,5,6,1,2,3,NA,NA,NA,NA,1,1,3,2,2,2,NA,NA,NA,NA
6,0.720055482666164,6,3,2,6,5,1,NA,NA,NA,NA,1,2,2,3,1,2,NA,NA,NA,NA
6,0.720055482666164,6,1,5,2,6,3,NA,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA
6,0.719585129405739,6,4,1,5,2,4,NA,NA,NA,NA,1,2,1,1,2,1,NA,NA,NA,NA
6,0.719585129405739,6,4,5,1,2,4,NA,NA,NA,NA,1,1,1,1,2,2,NA,NA,NA,NA
6,0.719183175579294,6,2,3,1,6,5,NA,NA,NA,NA,1,1,2,2,2,1,NA,NA,NA,NA
6,0.718836575369957,6,5,3,2,2,1,NA,NA,NA,NA,1,1,1,1,3,3,NA,NA,NA,NA
6,0.718836575369957,6,5,3,2,1,2,NA,NA,NA,NA,1,1,1,3,3,1,NA,NA,NA,NA
6,0.718603499021226,6,5,4,3,2,3,NA,NA,NA,NA,1,1,2,2,1,1,NA,NA,NA,NA
6,0.718603499021226,6,3,3,5,4,2,NA,NA,NA,NA,1,2,1,1,2,1,NA,NA,NA,NA
6,0.718231171198876,6,5,2,2,5,4,NA,NA,NA,NA,1,1,3,1,2,1,NA,NA,NA,NA
6,0.718231171198876,6,4,2,2,5,5,NA,NA,NA,NA,1,1,1,3,2,1,NA,NA,NA,NA
6,0.718041486782707,6,6,2,3,5,1,NA,NA,NA,NA,1,3,1,1,1,2,NA,NA,NA,NA
6,0.717950876268605,6,3,3,5,5,2,NA,NA,NA,NA,1,2,1,1,2,2,NA,NA,NA,NA
6,0.717950876268605,6,5,3,3,2,5,NA,NA,NA,NA,1,2,2,1,2,1,NA,NA,NA,NA
6,0.717950876268604,6,5,2,5,3,3,NA,NA,NA,NA,1,2,2,1,2,1,NA,NA,NA,NA
